=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2023.07.05 21:08:54 =~=~=~=~=~=~=~=~=~=~=~=
I received:  
inpsec      humid
inI received: humid 
soec   pect;
882345;10972164
882371;10972432
882398;10972224
882424;10972409
882450;10972741
882476;10973012
882502;10973245
882529;10972649
882555;10972579
882581;10972665
882607;10972965
882634;10973018
882660;10973318
882686;10973337
882712;10973363
882738;10973436
882765;10973616
882791;10973386
882816;10973459
882843;10973801
882869;10973775
882895;10973995
882922;10974089
882948;10974170
882974;10974452
883000;10974198
883027;10974421
883053;10974862
883079;10974499
883105;10974522
883131;10974757
883158;10974747
883184;10974948
883210;10975476
883236;10975695
883263;10975614
883289;10975604
883315;10975972
883342;10975552
883367;10975630
883393;10975617
883420;10975701
883446;10975625
883472;10975993
883498;10975398
883525;10975690
883551;10975771
883577;10976090
883603;10976011
883630;10976085
883656;10976186
883682;10976160
883708;10976197
883734;10976147
883761;10975925
883787;10976095
883813;10976207
883839;10976320
883865;10976696
883892;10976500
883918;10976443
883944;10976181
883970;10976884
883997;10976785
884022;10977231
884049;10976944
884075;10977294
884102;10977020
884128;10976790
884154;10976618
884180;10976996
884206;10976897
884233;10977002
884259;10977072
884285;10977419
884311;10976955
884337;10977268
884364;10977354
884389;10977221
884416;10977568
884442;10977430
884468;10977279
884495;10977508
884521;10977589
884547;10977851
884574;10977498
884599;10977605
884626;10977759
884652;10977819
884678;10977903
884704;10977968
884730;10977929
884757;10978020
884783;10978128
884809;10978825
884835;10978524
884861;10978378
884888;10978410
884914;10978454
884940;10978997
884967;10978890
884993;10978608
885019;10978917
885045;10978885
885072;10978940
885097;10979097
885124;10979523
885150;10979465
885177;10979551
885203;10979742
885228;10979765
885255;10979541
885281;10979661
885308;10979839
885333;10979700
885360;10979765
885386;10980209
885412;10979700
885439;10979797
885464;10979964
885491;10979967
885517;10979831
885543;10979867
885569;10980014
885596;10980319
885622;10980395
885648;10980335
885674;10980641
885701;10980411
885726;10980513
885753;10980131
885779;10980322
885805;10980346
885832;10980251
885858;10980149
885884;10980042
885910;10980570
885937;10980635
885962;10980774
885989;10980523
886015;10980612
886041;10980523
886068;10980779
886094;10981027
886120;10980782
886147;10981142
886172;10980912
886198;10981286
886225;10980975
886251;10981051
886277;10981168
886303;10981281
886329;10981278
886356;10981727
886382;10981450
886408;10981636
886434;10981628
886461;10982015
886487;10981706
886513;10981816
886539;10981777
886566;10981845
886592;10981957
886618;10981983
886645;10982067
886670;10982187
886696;10981983
886723;10981918
886749;10982239
886775;10982506
886802;10982532
886828;10982198
886854;10982273
886881;10982433
886906;10982475
886932;10982352
886958;10982276
886985;10982320
887011;10982284
887038;10982459
887064;10982409
887090;10982571
887117;10982571
887143;10982326
887169;10982699
887195;10982788
887221;10982835
887247;10982981
887273;10982960
887300;10983073
887326;10983211
887352;10983344
887378;10983222
887404;10983211
887431;10982981
887457;10983088
887483;10983504
887509;10983279
887536;10983600
887562;10983457
887588;10984144
887614;10983483
887640;10983893
887666;10984256
887692;10984175
887719;10984167
887746;10983893
887772;10983765
887797;10983963
887824;10983909
887850;10984086
887876;10984073
887903;10984217
887928;10984235
887955;10984102
887982;10984214
888007;10984489
888034;10984335
888060;10984306
888086;10984431
888113;10984400
888138;10984486
888164;10984502
888191;10984698
888217;10984556
888243;10984416
888270;10985003
888296;10985061
888322;10985045
888348;10984588
888374;10984698
888401;10984640
888427;10984998
888453;10985056
888480;10985175
888506;10985087
888532;10985116
888558;10985040
888585;10985244
888610;10985142
888637;10985241
888663;10985484
888689;10985541
888716;10985382
888741;10985364
888768;10985463
888794;10985594
888820;10985387
888846;10985403
888873;10985557
888899;10985447
888925;10985520
888951;10985649
888977;10986202
889003;10985706
889030;10985664
889056;10985905
889082;10985813
889109;10985925
889135;10985821
889161;10986111
889187;10986657
889214;10986080
889239;10986124
889266;10986176
889292;10986396
889318;10985855
889345;10986085
889371;10985978
889397;10986116
889423;10986069
889449;10986015
889475;10985964
889502;10985907
889528;10985887
889554;10985996
889580;10986176
889606;10985834
889633;10986012
889659;10986074
889686;10986422
889711;10986336
889737;10986372
889764;10986602
889790;10986401
889816;10986550
889842;10986641
889869;10986294
889895;10986649
889921;10986809
889948;10987109
889973;10986822
890000;10986929
890026;10986976
890053;10987125
890079;10987127
890104;10987279
890130;10987331
890157;10987375
890184;10987600
890209;10987258
890236;10987417
890262;10987462
890288;10988180
890315;10987509
890340;10987812
890367;10988091
890393;10987307
890419;10987718
890445;10987480
890472;10987200
890498;10987284
890524;10987660
890550;10987451
890577;10987483
890603;10987485
890628;10987786
890655;10987600
890681;10987911
890708;10987882
890734;10987895
890760;10988010
890786;10988352
890812;10987900
890839;10987940
890865;10987914
890891;10987926
890918;10987807
890944;10988005
890970;10988496
890996;10987968
891023;10988224
891049;10988470
891075;10988352
891100;10988572
891127;10988501
891153;10988447
891179;10988379
891206;10988501
891232;10988240
891259;10988517
891284;10988459
891310;10988807
891337;10988833
891363;10988953
891389;10988985
891415;10988765
891442;10988747
891467;10989013
891494;10989191
891520;10989147
891547;10989259
891572;10989340
891599;10989434
891625;10989413
891652;10989392
891677;10989392
891704;10989483
891730;10989862
891756;10989306
891782;10989559
891809;10990085
891835;10989933
891861;10989888
891887;10990100
891914;10989969
891940;10989808
891966;10989957
891992;10990332
892019;10990249
892044;10990317
892071;10990074
892097;10989873
892123;10989648
892150;10989920
892175;10989606
892202;10989562
892228;10990082
892254;10989713
892281;10989883
892307;10989894
892333;10990272
892359;10989998
892385;10990055
892411;10989985
892438;10990022
892464;10989915
892490;10990380
892516;10989988
892542;10989870
892569;10990189
892595;10990528
892621;10990064
892647;10990215
892674;10990134
892700;10990257
892726;10990356
892752;10990406
892779;10990409
892805;10990341
892831;10990448
892858;10990445
892883;10990469
892909;10990508
892936;10990492
892962;10990683
892988;10990549
893014;10990978
893040;10990832
893067;10990662
893093;10990774
893120;10990871
893146;10990933
893172;10990800
893198;10990662
893225;10991535
893250;10991265
893277;10991479
893303;10990986
893329;10991072
893355;10991051
893381;10991210
893408;10990897
893434;10991056
893460;10991020
893486;10990970
893513;10991121
893539;10991307
893565;10991270
893592;10990972
893617;10991247
893643;10991568
893670;10991279
893696;10991479
893723;10991508
893749;10991428
893775;10991430
893801;10991487
893827;10991090
893853;10991354
893880;10991542
893906;10991824
893932;10991307
893958;10991573
893985;10991940
894011;10991994
894037;10992127
894063;10991884
894089;10991937
894116;10992380
894142;10992203
894168;10992154
894194;10992010
894221;10992545
894247;10991926
894273;10992070
894299;10991840
894326;10992080
894352;10991991
894378;10992054
894404;10992143
894430;10992156
894456;10992038
894483;10992091
894509;10992130
894535;10992112
894561;10992263
894588;10992133
894614;10992086
894640;10992096
894666;10991866
894692;10991817
894718;10992138
894745;10992496
894771;10992255
894797;10992310
894823;10992145
894849;10992854
894876;10992310
894902;10992592
894929;10992464
894955;10992391
894980;10992464
895007;10992491
895033;10992540
895059;10992529
895085;10992778
895111;10992859
895138;10992961
895164;10992866
895190;10992982
895216;10993078
895243;10992715
895269;10992720
895295;10992663
895321;10992720
895347;10992689
895374;10993185
895400;10993073
895426;10992587
895453;10992720
895478;10993136
895505;10993065
895531;10992684
895557;10992791
895584;10993169
895610;10993167
895636;10993527
895662;10993350
895688;10993494
895714;10993504
895741;10993650
895768;10993669
895793;10993569
895820;10993911
895846;10993577
895872;10993685
895898;10993771
895925;10993732
895951;10994084
895977;10993564
896003;10993551
896029;10993460
896055;10993449
896081;10993473
896108;10993527
896135;10993708
896161;10994518
896186;10993841
896213;10993744
896239;10993786
896266;10993943
896291;10993687
896317;10993648
896344;10993681
896370;10993760
896397;10993781
896422;10993911
896449;10994374
896475;10994395
896501;10994256
896527;10994327
896554;10994363
896580;10994241
896606;10994390
896632;10994753
896659;10994327
896684;10994149
896711;10994092
896737;10994262
896764;10994439
896789;10994251
896816;10994225
896842;10994470
896868;10994949
896895;10994306
896920;10994160
896947;10994306
896973;10994256
897000;10994283
897025;10994173
897052;10994090
897078;10994528
897104;10994544
897130;10994685
897157;10994703
897182;10994332
897209;10994470
897235;10994586
897261;10994155
897287;10994507
897314;10994507
897340;10994384
897366;10994167
897393;10994293
897418;10994523
897445;10994434
897471;10994491
897497;10994512
897523;10994432
897550;10994346
897576;10994763
897602;10994721
897628;10994923
897654;10994800
897681;10994598
897707;10994395
897733;10994298
897759;10994050
897786;10994272
897812;10994434
897838;10994426
897864;10994502
897891;10994502
897916;10994917
897943;10994583
897969;10994656
897996;10994625
898022;10994598
898048;10994753
898074;10994839
898100;10994672
898127;10994800
898153;10994693
898179;10995082
898205;10994740
898231;10994935
898257;10994993
898283;10995040
898310;10995066
898336;10995194
898362;10995200
898388;10995200
898415;10995403
898441;10995147
898467;10995147
898493;10995084
898520;10994933
898546;10995304
898572;10995179
898598;10995116
898625;10995414
898651;10995325
898677;10995259
898703;10995179
898729;10995040
898756;10995207
898782;10995414
898808;10996059
898834;10995218
898861;10995398
898887;10995275
898913;10995003
898939;10995168
898965;10995458
898992;10995424
899017;10995484
899044;10995829
899070;10995495
899097;10995531
899122;10995424
899149;10995479
899175;10995419
899201;10995181
899228;10995521
899254;10995631
899280;10995568
899306;10995372
899333;10995584
899358;10995751
899385;10995638
899411;10995461
899437;10995719
899464;10995654
899489;10995659
899516;10995505
899542;10996129
899568;10995947
899595;10995884
899621;10996082
899647;10996122
899673;10996038
